Province,District,DATIM_Site_Name,Support Mechanism,Facility IP,E-HR Status,Site Classification,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID,Province Code,District Code,Ownership,Location,Level,Status
MASHONALAND WEST,Mhondoro,Mafindifindi - 100818 - Council Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Mhondoro,Mafindifindi - 100818 - Council Clinic,Mafindifindi - 100818 - Council Clinic,neFCRmV8iZJ,ZW040520,ZW04,,,Rural,,
MASHONALAND WEST,Zvimba,Madzorera - 100817 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Madzorera RDC Clinic,Madzorera - 100817 - Clinic,FsqaXprbYyV,ZW040728,ZW04,,Rural Council,Rural,Primary,RURAL
MANICALAND,Buhera,Madzimbashuro - 100810 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Madzimbashuro,Madzimbashuro - 100810 - Rural Health Centre,snbgbGRWH3K,ZW010103,ZW01,,Government,Rural,Primary,Open
MATEBELELAND SOUTH,Bulilima,Madlambuzi - 100807 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Madlambudzi Clinic,Madlambuzi - 100807 - Clinic,mJIpxNdl2QY,ZW060228,ZW06,,Rural Council,Rural,,
MIDLANDS,Gweru,Madhikani - 100804 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Madikani Clinic,Madhikani - 100804 - Clinic,iGoaM56EbBM,ZW070427,ZW07,,Rural Council,Rural,Primary,
MANICALAND,Chipinge,Madhuku - 100805 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Madhuku Clinic,Madhuku - 100805 - Rural Health Centre,xvTQ8nB5Mvj,ZW010329,ZW01,,Rural Council,Rural,Primary,Open
MATEBELELAND SOUTH,Mangwe,Madabe - 100800 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Madabe Clinic,Madabe - 100800 - Clinic,jPcuTzdshv2,ZW060727,ZW06,,Rural Council,Rural,,
MATEBELELAND SOUTH,Mangwe,Macingwana RHC,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Macingwana ,Macingwana RHC,qKa0cqfK6cB,ZW060735,ZW06,,Mission,Rural,,
MASHONALAND EAST,Murehwa,Macheke - 100799 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Macheke Clinic,Macheke - 100799 - Clinic,cdZowZBWgqY,ZW030745,ZW03,,Rural Council,Rural,clinic,Active
MATEBELELAND SOUTH,Insiza,Mabuze - 100795 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Mabuze Rural Health Centre,Mabuze - 100795 - Rural Health Centre,ZzNvcMVOVP3,ZW060404,ZW06,,Government,Rural,,
MATEBELELAND NORTH,Umguza,Maboleni RHC,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Gweru,Maboleni Clinic,Maboleni RHC,BiLbWhqc5wO,ZW070426,ZW07,,Rural Council,Rural,Primary,
MASHONALAND WEST,Hurungwe,Lynx - 100788 - Clinic Private Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Lynx Clinic,Lynx - 100788 - Clinic Private Clinic,ASp1TgIA8zi,ZW040275,ZW04,,Rural Council,Rural,Primary,Open
Bulawayo,Bulawayo,Luveve - 100786 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Luveve Clinic,Luveve - 100786 - Clinic,Sss3M30PqRD,ZW090A06,ZW09,,Town/City Council,Urban,Primary,Open
MATEBELELAND NORTH,Nkayi,Lutsha Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Nkayi,Lutsha Clinic,Lutsha Clinic,ZW050535,ZW050535,,,,Rural,,
MASHONALAND EAST,Marondera,Lustliegh - 100784 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Lustleigh Council Clinic,Lustliegh - 100784 - Clinic,VtpGw8NPT7u,ZW030564,ZW03,,Government,Rural,clinic,Active
MATEBELELAND SOUTH,Gwanda,Lushongwe - 100783 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Lushongwe Clinic,Lushongwe - 100783 - Clinic,nWY5DVISxvp,ZW060333,ZW06,,Rural Council,Rural,,
MATEBELELAND NORTH,Lupane,Lupane - 100781 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Lupane,Lupane Rural Health Centre,Lupane - 100781 - Rural Health Centre,l0QLIoY6x80,ZW050406,ZW05,,Government,Rural,Primary,Open
MATEBELELAND NORTH,Lupane,Lupaka - 100780 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Lupane,Lupaka Clinic,Lupaka - 100780 - Clinic,vEbJJckDzFK,ZW050407,ZW05,,Government,Rural,Primary,Open
MASVINGO,Mwenezi,Lundi - 100778 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Lundi Clinic,Lundi - 100778 - Clinic,uZxyGTs0zwb,ZW080692,ZW08,,Mission,Rural,Secondary,Open
MIDLANDS,Gweru,Lower Gweru - 100772 - Mission Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Lower Gweru clinic,Lower Gweru - 100772 - Mission Clinic,tdC1z2GmRLr,ZW070491,ZW07,,Government,Rural,Primary,
MANICALAND,Mutare,Lee Kul - 100765 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Leekuil Takunda Clinic,Lee Kul - 100765 - Clinic,s4fE8Jt1g4L,ZW010521,ZW01,,Government,Rural,Primary,Open
MATEBELELAND NORTH,Lupane,Lake Alice - 101888 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Lupane,Lake-Alice Clinic,Lake Alice - 101888 - Clinic,gVkObbofnxN,ZW050428,ZW05,,Town/City Council,Rural,Primary,Open
MATEBELELAND SOUTH,Bulilima,Lady Stanley - 100756 - Mission Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Lady Stanley Rural Hospital,Lady Stanley - 100756 - Mission Hospital,Orr1ircj1n9,ZW06020C,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Bulilima,Lady Barring - 100755 - Mission Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Lady Barring Rural Hospital,Lady Barring - 100755 - Mission Hospital,XdWdQRJn9Py,ZW06020B,ZW06,,Government,Rural,,
MIDLANDS,Kwekwe,Kwekwe - 100754 - District Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Kwekwe General Hospital,Kwekwe - 100754 - District Hospital,nThW8r8MZtE,ZW07050A,ZW07,,Government,Urban,Secondary,
MASHONALAND WEST,Zvimba,Kuwadzana - 100752 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Kuwadzana RDC Clinic,Kuwadzana - 100752 - Council Clinic,dArzb8heLtw,ZW040744,ZW04,,Rural Council,Urban,Primary,TOWN
MASHONALAND WEST,Zvimba,Kutama - 100750 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Kutama RDC Clinic,Kutama - 100750 - Council Clinic,SZfZ586Bl1Q,ZW040743,ZW04,,Rural Council,Peri-Urban,Primary,RURAL
MASHONALAND EAST,Marondera,Kushinga Phikelela - 100749 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Kushinga Phikhelela Rural Health Centre,Kushinga Phikelela - 100749 - Clinic,f4uKZhvCUTc,ZW030504,ZW03,,Government,Rural,clinic,Active
MASHONALAND EAST,Seke,Kunaka - 100746 - Rural Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Kunaka Hospital,Kunaka - 100746 - Rural Hospital,OU0gHuwRZtW,ZW03090B,ZW03,,Rural Council,Rural,Hospital,Active
MATEBELELAND SOUTH,Umzingwane,Kumbuzi - 100745 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Kumbudzi RHC,Kumbuzi - 100745 - Rural Health Centre,RbPl86Ek1pJ,ZW060601,ZW06,,Government,Rural,,
MASHONALAND EAST,Goromonzi,Kubatsirana - 100744 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Kubatsirana Clinic,Kubatsirana - 100744 - Clinic,ddofD4xrcKS,ZW030248,ZW03,,Rural Council,Rural,clinic,Active
MIDLANDS,Gokwe South,Krima - 100743 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Krima Clinic,Krima - 100743 - Clinic,iIJY7AzDu3b,ZW070330,ZW07,,Rural Council,Rural,Primary,
MASHONALAND EAST,Goromonzi,Kowoyo - 100742 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Kowoyo Clinic,Kowoyo - 100742 - Clinic,pME5ihuWYf5,ZW030227,ZW03,,Rural Council,Rural,clinic,Active
MANICALAND,Chipinge,Kondo - 100735 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Kondo Clinic,Kondo - 100735 - Clinic,E5TbMMc7bA3,ZW010328,ZW01,,Rural Council,Rural,Primary,Open
Bulawayo,Bulawayo,Khami - 100733 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Khami Road Clinic,Khami - 100733 - Clinic,HTOW8SwHLtO,ZW090A05,ZW09,,Town/City Council,Urban,Primary,Open
MATEBELELAND SOUTH,Matobo,Kezi - 100732 - Rural Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Kezi Rural Hospital,Kezi - 100732 - Rural Hospital,FDm9hBNYb99,ZW06050B,ZW06,,Government,Rural,,
MASHONALAND WEST,Makonde,Kenzamba - 100731 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Makonde,Kenzamba Rural Health Centre,Kenzamba - 100731 - Clinic,GW3nlgDs9xm,ZW040406,ZW04,,Government,Rural,Primary,Open
MASHONALAND WEST,Hurungwe,Kazangarare - 100727 - Gvt Council,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Kazangarare Clinic,Kazangarare - 100727 - Gvt Council,qUHcE4ErSLH,ZW040227,ZW04,,Rural Council,Rural,Primary,Open
MANICALAND,Makoni,Katsenga - 100723 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Katsenga Rural Health Centre,Katsenga - 100723 - Rural Health Centre,ciscgPAvSgq,ZW010410,ZW01,,Government,Rural,Primary ,Open
MASHONALAND WEST,Chegutu,Katanga utano - 100719 - Municipality,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Katanga Utano Clinic,Katanga utano - 100719 - Municipality,AovMStawZQF,ZW040147,ZW04,,Town/City Council,Urban,Primary,Open
MASHONALAND WEST,Hurungwe,Kasimube - 100717 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Kasimure RHC,Kasimube - 100717 - Rural Health Centre,IE7VibyIDHH,ZW040294,ZW04,,Government,Rural,Primary,Open
MASHONALAND WEST,Hurungwe,Karoi Static -101847 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Karoi Static Clinic,Karoi Static -101847 - Clinic,fu7mCEGiPDN,ZW040261,ZW04,,Town/City Council,Urban,Primary,Open
MASHONALAND WEST,Hurungwe,Karoi - 100715 - District Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Karoi District Hospital,Karoi - 100715 - District Hospital,VNjdYsWixGj,ZW04020A,ZW04,,Government,Urban,Secondary,Open
MASHONALAND EAST,UMP,Karimbika - 100713 - Rural Health Centre,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Karimbika Rural Health Centre,Karimbika - 100713 - Rural Health Centre,tK6PvmnXlXx,ZW030302,ZW03,,Government,Rural,clinic,Active
MASHONALAND CENTRAL,Mt Darwin,Karanda - 100709 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Mt Darwin,KARANDA HOSPITAL,Karanda - 100709 - Mission Hospital,zhngjlBBq8a,ZW02050B,ZW02,,MISSION,Rural,Secondary,Open
MASHONALAND WEST,Hurungwe,Kapfunde - 100706 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Kapfunde Clinic,Kapfunde - 100706 - Council Clinic,FlnO6SLGkoS,ZW040291,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND WEST,Makonde,Kanyanga - 100702 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Makonde,Kanyaga RDC Clinic,Kanyanga - 100702 - Clinic,AAZhENxl6fW,ZW040488,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mt Darwin,Kandeya clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,KANDEYA,Kandeya clinic,yvfEluoF3Bu,ZW020538,ZW02,,COUNCIL,Rural,Primary,Open
MIDLANDS,Gokwe South,Kana - 100699 - Mission Hospitals,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Kana Mission Hospital,Kana - 100699 - Mission Hospitals,qKPPhaui7JF,ZW07030C,ZW07,,Mission,Rural,Secondary,
MASHONALAND WEST,Makonde,Kamuzingizi - 101919 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Makonde,Kamuzingizi - 101919 - Council Clinic,Kamuzingizi - 101919 - Council Clinic,k99EoqaYwen,ZW040492,ZW04,,,Rural,,
MASHONALAND CENTRAL,Mt Darwin,Kamutsenzere - 100698 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,KAMUTSENZERE,Kamutsenzere - 100698 - Clinic,FYtb3028m7i,ZW020502,ZW02,,GOVERNMENT,Rural,Primary,Open
MASHONALAND WEST,Makonde,Kamonde - 100696 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Makonde,Kamhonde Rural Health Centre,Kamonde - 100696 - Clinic,yX2lY2FPwYO,ZW040405,ZW04,,Government,Rural,Primary,Open
MASHONALAND EAST,Murehwa,Kambarami - 100693 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Kambarami Rural Health Centre,Kambarami - 100693 - Clinic,LEyBzwRbqB1,ZW030749,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND CENTRAL,Mt Darwin,Kaitano - 100691 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,KAITANO,Kaitano - 100691 - Clinic,aRgngorjrfa,ZW020526,ZW02,,COUNCIL,Rural,Primary,Open
MATEBELELAND SOUTH,Gwanda,Kafusi - 100689 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Kafusi Clinic,Kafusi - 100689 - Clinic,N26tcya5qNw,ZW060326,ZW06,,Rural Council,Rural,,
MASHONALAND EAST,UMP,Kafura - 100688 - Rural Health Centre,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Kafura Rural Health Centre,Kafura - 100688 - Rural Health Centre,jdEFSM3lK1L,ZW030301,ZW03,,Government,Rural,clinic,Active
MASHONALAND EAST,Murehwa,Kadzere - 100686 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Kadzere Rural Health Centre,Kadzere - 100686 - Clinic,CbmWNb9Tcpi,ZW030727,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND WEST,Sanyati,Kadoma - 100681 - District Hosp,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Kadoma General Hospital,Kadoma - 100681 - District Hosp,wOpjGYcTm6P,ZW04060A,ZW04,,Government,Urban,Secondary,Open
MASHONALAND EAST,Murehwa,Kadenge - 100680 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Kadenge Rural Health Centre,Kadenge - 100680 - Rural Health Centre,MiLexqDZjQJ,ZW030704,ZW03,,Government,Rural,clinic,Active
MANICALAND,Chipinge,Junction Gate - 100676 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Junction Gate Clinic,Junction Gate - 100676 - Clinic,keLg1H27wuQ,ZW010348,ZW01,,Rural Council,Rural,Primary,Open
MATEBELELAND NORTH,Lupane,Jotsholo - 100675 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Lupane,Jotsholo Clinic,Jotsholo - 100675 - Clinic,rCYzUIDW7MG,ZW050426,ZW05,,Town/City Council,Rural,Primary,Open
MASHONALAND EAST,Seke,Jonasi - 100673 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Jonasi Clinic,Jonasi - 100673 - Clinic,XvaFMjND2A3,ZW030922,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND WEST,Sanyati,Jompani - 100672 - Rural Health Centre,PEPFAR,ZACH,ACTIVE,Health facility,Sanyati,Jompani - 100672 - Rural Health Centre,Jompani - 100672 - Rural Health Centre,oIdo1LMkqbS,ZW040601,ZW04,,,Rural,,
MASHONALAND CENTRAL,Mazowe,Jingamvura - 100664 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,JINGAMVURA,Jingamvura - 100664 - Clinic,TGrveoFxJj2,ZW020427,ZW02,,Gvt,Rural,Primary,Open
MATEBELELAND NORTH,Tsholotsho,Jimila - 100663 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Tsholotsho,Jimila Clinic,Jimila - 100663 - Clinic,Dm57psrUa0O,ZW050628,ZW05,,Town/City Council,Rural,Primary,Open
MASVINGO,Zaka,Jerera - 100659 - Satelite Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Zaka,Jerera Satellite Clinic,Jerera - 100659 - Satelite Clinic,PMfFMZIrZm5,ZW080739,ZW08,,Rural Council,Rural,Primary,Open
MIDLANDS,Mberengwa,Jeka - 100656 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Jeka Rural Hospital,Jeka - 100656 - Rural Hospital,YtbICY59p63,ZW07060B,ZW07,,Government,Rural,Secondary,Open
MASHONALAND WEST,Zvimba,Jari - 100655 - Council Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Zvimba,Jari RDC Clinic,Jari - 100655 - Council Clinic,mtoJLmHp5jP,ZW040727,ZW04,,Rural Council,Rural,Primary,RURAL
MATEBELELAND NORTH,Bubi,Isabella Mine - 100647 - Mine Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Bubi,Isabella Mine Clinic,Isabella Mine - 100647 - Mine Clinic,yahjoGsrzyY,ZW050256,ZW05,,Mine,Rural,Primary,Open
MATEBELELAND SOUTH,Umzingwane,Irisvale - 100644 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Irrisvale RHC,Irisvale - 100644 - Rural Health Centre,JHAlEGeE4Cl,ZW060632,ZW06,,Government,Rural,,
MATEBELELAND NORTH,Bubi,Inyathi - 100642 - District Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Bubi,Inyathi District Hospital,Inyathi - 100642 - District Hospital,fdsEXNvFfWg,ZW05020A,ZW05,,Government,Rural,Secondary,Open
MATEBELELAND SOUTH,Insiza,Insiza PBS - 100640 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Insiza Rural Health Centre,Insiza PBS - 100640 - Clinic,ZaWOfFs5CGk,ZW060403,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Mangwe,Ingwizi - 100639 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Ingwizi Rural Health Centre,Ingwizi - 100639 - Clinic,ImEOeEnBhCe,ZW060703,ZW06,,Government,Rural,,
MASHONALAND WEST,Sanyati,Ingezi - 100636 - Municipality,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Ingezi clinic,Ingezi - 100636 - Municipality,C78N7IY0RQT,ZW040636,ZW04,,,Rural,,
MIDLANDS,Mberengwa,Ingezi - 100637 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Ingezi Clinic,Ingezi - 100637 - Clinic,soB2Lgw5gnB,ZW070635,ZW07,,Rural Council,Rural,Primary,Open
MASHONALAND WEST,Zvimba,Inamo Farming Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Inamo Farming Clinic,Inamo Farming Clinic,iRJpPiZ2OXR,ZW040799,ZW04,,,Rural,,
MATEBELELAND NORTH,Umguza,Igusi - 100628 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Umguza,Igusi Rural Health Centre,Igusi - 100628 - Clinic,qiTBYlmXMwX,ZW050703,ZW05,,Government,Rural,Primary,Open
MASHONALAND EAST,Marondera,Igava - 100627 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Igava Council Clinic,Igava - 100627 - Clinic,IIA4YLWqC6F,ZW030545,ZW03,,Town/City Council,Rural,clinic,Active
MASHONALAND CENTRAL,Mazowe,Iron Duke - 100645 - Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Mazowe,I/DUKE,Iron Duke - 100645 - Clinic,ArQWoi5EBdb,ZW020476,ZW02,,Gvt,Mining,Secondary,Open
MATEBELELAND SOUTH,Bulilima,Huwana - 100620 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Huwana Clinic,Huwana - 100620 - Clinic,rkQa7RnEWDS,ZW060202,ZW06,,Rural Council,Rural,,
MASHONALAND WEST,Hurungwe,Hurungwe - 100619 - Rural Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Hurungwe Rural Hospital,Hurungwe - 100619 - Rural Hospital,iaOOpWV2fiF,ZW04020B,ZW04,,,Rural,,
MASHONALAND CENTRAL,Mazowe,Howard - 100611 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Mazowe,HOWARD,Howard - 100611 - Mission Hospital,zD7ADf9HixR,ZW02040C,ZW02,,Mission,Rural,Primary,Open
MATEBELELAND SOUTH,Umzingwane,How Mine - 100610 - Mine Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,How Mine Clinic,How Mine - 100610 - Mine Clinic,e4A1s0LVXW8,ZW060676,ZW06,,Mine,Rural,,
MASHONALAND CENTRAL,Mazowe,Horta Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,HORTA,Horta Clinic,D8mSnH95ECd,ZW020490,ZW02,,Council,Farming,Primary,Open
MATEBELELAND SOUTH,Matobo,Homestead - 100606 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Homestead Rural Health Centre,Homestead - 100606 - Rural Health Centre,Zjgwzp0iPau,ZW060503,ZW06,,Government,Rural,,
MASHONALAND EAST,UMP,Hombiro Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Hombiro Clinic,Hombiro Clinic,Jv9z4R9jYGY,ZW030340,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND CENTRAL,Mazowe,Holmeden - 100602 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,HOLME EDEN,Holmeden - 100602 - Clinic,nBhXXzVv97q,ZW020446,ZW02,,Council,Farming,Primary,Open
MANICALAND,Mutare,Hob House - 100601 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Hobhouse Clinic,Hob House - 100601 - Clinic,zUEyrYaMPsk,ZW010560,ZW01,,Town/City Council,Urban,Primary,Open
MATEBELELAND SOUTH,Bulilima,Hingwe - 100598 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Hingwe Rural Health Centre,Hingwe - 100598 - Clinic,pAUXg8FfZlS,ZW060220,ZW06,,Government,Rural,,
MASHONALAND WEST,Hurungwe,Hesketh - 100591 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Hesketh Clinic,Hesketh - 100591 - Council Clinic,P7NGBmcP9C5,ZW040246,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND WEST,Zvimba,Herbert Chitepo,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Herbert Chitepo,Herbert Chitepo,Hiy4IS8bwoM,ZW040794,ZW04,,Rural Council,Peri-Urban,Primary,RURAL
MASHONALAND EAST,Goromonzi,John Reimer - 100668 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Henry John Reimer Clinic,John Reimer - 100668 - Clinic,qu3G86fX87g,ZW030247,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND CENTRAL,Mazowe,Henderson Research - 100590 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,HENDERSON,Henderson Research - 100590 - Clinic,AQIqrtTtCJk,ZW020475,ZW02,,Council,Farming,Primary,Open
MASHONALAND WEST,Hurungwe,Hewiyai - 100592 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Helwin Clinic,Hewiyai - 100592 - Council Clinic,FErcn3drSxC,ZW040245,ZW04,,Rural Council,Rural,Primary,Open
MANICALAND,Mutasa,Hauna - 100586 - District Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mutasa,Hauna District Hospital,Hauna - 100586 - District Hospital,ivSpKPosBuc,ZW01060F,ZW01,,Government,Rural,,Open
MANICALAND,Mutasa,Hauna - 101855 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutasa,Hauna Clinic,Hauna - 101855 - Clinic,S9ItwIxzitL,ZW010627,ZW01,,Rural Council,Rural,,Open
MASVINGO,Zaka,Harava - 100583 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Zaka,Harava Rural Health Centre,Harava - 100583 - Rural Health Centre,s0NGujuznMj,ZW080702,ZW08,,Government,Rural,Primary,Open
MATEBELELAND SOUTH,Umzingwane,Habani - 100578 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Habane Clinic,Habani - 100578 - Clinic,MJItwbZps26,ZW060626,ZW06,,Rural Council,Rural,,
HARARE,Harare,Budiriro - 100098 - Poly Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Budiriro PolyClinic,Budiriro - 100098 - Poly Clinic,xYSGGiMshib,ZW000A09,ZW00,,Town/City Council,Urban,Primary,
HARARE,Harare,Budiriro - 101889 - Satelite Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Budiriro Satellite Clinic,Budiriro - 101889 - Satelite Clinic,XVardljEe1B,ZW000A69,ZW00,,Town/City Council,Urban,Primary,
HARARE,Harare,Cesshar Mbare,Global Fund,CESSHAR,ACTIVE,Health facility,Harare,Cesshar Mbare,Cesshar Mbare,cnmWmKfu0St,ZW000A2601,ZW00,,Town/City Council,Urban,Primary,
HARARE,Harare,Eastly - 100433 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Eastley FHS Clinic,Eastly - 100433 - Clinic,JCa4cIM0RG8,ZW000A10,ZW00,,Town/City Council,Urban,Primary,
HARARE,Harare,Gazaland Comm Post,PEPFAR,ZACH,ACTIVE,Community Post,Harare,Gazaland Comm Post,Gazaland Comm Post,ZW010347,ZW010347,ZW01,,,Urban,,
HARARE,Harare,Glen Norah - 100506 - Satellite clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Glen Norah Satellite Clinic,Glen Norah - 100506 - Satellite clinic,DJjkezUgUFu,ZW000A11,ZW00,,Town/City Council,Urban,Primary,
HARARE,Harare,Glen View  - 100508 - Satellite clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Glen View Satellite Clinic,Glen View  - 100508 - Satellite clinic,eduFmnFLTUs,ZW000A14,ZW00,,Town/City Council,Urban,Primary,
